"Severity","ThreadID","Date","Time","Application","Message"
"INFO","http-nio-8888-exec-3","01/01/2018","22:01:06","Instrumentation","not found [lucee.runtime.instrumentation.ExternalAgent] in ClassLoader [sun.misc.Launcher$AppClassLoader@42a57993]"
"INFO","http-nio-8888-exec-3","01/01/2018","22:01:06","Instrumentation","not found [lucee.runtime.instrumentation.ExternalAgent] in ClassLoader [java.net.URLClassLoader@31befd9f]"
"INFO","http-nio-8888-exec-3","01/01/2018","22:01:06","Instrumentation","not found [lucee.runtime.instrumentation.ExternalAgent] in ClassLoader [lucee.commons.io.res.util.ResourceClassLoader@5ec4ed5d]"
"INFO","http-nio-8888-exec-3","01/01/2018","22:01:06","Instrumentation","looking for tools.jar"
"INFO","http-nio-8888-exec-3","01/01/2018","22:01:06","Instrumentation","couldn't find tools.jar at: /Library/Java/JavaVirtualMachines/jdk1.8.0_112.jdk/Contents/Home/jre/lib/tools.jar"
"INFO","http-nio-8888-exec-3","01/01/2018","22:01:06","Instrumentation","tools.jar used:/Library/Java/JavaVirtualMachines/jdk1.8.0_112.jdk/Contents/Home/lib/tools.jar"
"INFO","http-nio-8888-exec-3","01/01/2018","22:01:06","Instrumentation","loaded VirtualMachine class:com.sun.tools.attach.VirtualMachine"
"INFO","http-nio-8888-exec-3","01/01/2018","22:01:06","Instrumentation","try to load agent (path:/Applications/lucee5/lucee-server/context/lucee-external-agent.jar)"
"INFO","http-nio-8888-exec-3","01/01/2018","22:01:11","Instrumentation","pid:15319"
"INFO","http-nio-8888-exec-3","01/01/2018","22:01:12","Instrumentation","found [lucee.runtime.instrumentation.ExternalAgent] in ClassLoader [sun.misc.Launcher$AppClassLoader@42a57993]"
"INFO","http-nio-8888-exec-3","01/01/2018","22:01:12","Instrumentation","ExternalAgent does contain a Instrumentation instance"
"INFO","http-nio-8888-exec-3","01/01/2018","22:01:16","OSGi","add bundle:/Applications/lucee5/lucee-server/bundles/com.mysql.cj-6.0.5.jar"
"INFO","http-nio-8888-exec-3","01/01/2018","22:01:16","OSGi","start bundle:com.mysql.cj:6.0.5"
"ERROR","http-nio-8888-exec-5","01/01/2018","22:01:16","",";Column name pattern can not be NULL or empty.;lucee.runtime.exp.NativeException: Column name pattern can not be NULL or empty.
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:545)
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:513)
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:505)
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:479)
	at com.mysql.cj.jdbc.DatabaseMetaData.getColumns(DatabaseMetaData.java:2074)
	at org.lucee.extension.orm.hibernate.HibernateUtil.checkTableFill(HibernateUtil.java:271)
	at org.lucee.extension.orm.hibernate.HibernateUtil.checkTable(HibernateUtil.java:252)
	at org.lucee.extension.orm.hibernate.SessionFactoryData.getTableInfo(SessionFactoryData.java:254)
	at org.lucee.extension.orm.hibernate.HBMCreator.createXMLMapping(HBMCreator.java:155)
	at org.lucee.extension.orm.hibernate.HibernateORMEngine.createMapping(HibernateORMEngine.java:329)
	at org.lucee.extension.orm.hibernate.HibernateORMEngine.getSessionFactoryData(HibernateORMEngine.java:145)
	at org.lucee.extension.orm.hibernate.HibernateORMEngine.init(HibernateORMEngine.java:67)
	at lucee.runtime.config.ConfigImpl.getORMEngine(ConfigImpl.java:2999)
	at lucee.runtime.config.ConfigImpl.resetORMEngine(ConfigImpl.java:2983)
	at lucee.runtime.orm.ORMUtil.resetEngine(ORMUtil.java:74)
	at lucee.runtime.listener.ModernAppListener.initApplicationContext(ModernAppListener.java:451)
	at lucee.runtime.listener.ModernAppListener._onRequest(ModernAppListener.java:114)
	at lucee.runtime.listener.MixedAppListener.onRequest(MixedAppListener.java:43)
	at lucee.runtime.PageContextImpl.execute(PageContextImpl.java:2405)
	at lucee.runtime.PageContextImpl._execute(PageContextImpl.java:2395)
	at lucee.runtime.PageContextImpl.executeCFML(PageContextImpl.java:2363)
	at lucee.runtime.engine.Request.exe(Request.java:44)
	at lucee.runtime.engine.CFMLEngineImpl._service(CFMLEngineImpl.java:1091)
	at lucee.runtime.engine.CFMLEngineImpl.serviceCFML(CFMLEngineImpl.java:1039)
	at lucee.loader.engine.CFMLEngineWrapper.serviceCFML(CFMLEngineWrapper.java:102)
	at lucee.loader.servlet.CFMLServlet.service(CFMLServlet.java:51)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:729)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:292)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:207)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:52)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:240)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:207)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:212)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:106)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:502)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:141)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:79)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:88)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:528)
	at org.apache.coyote.http11.AbstractHttp11Processor.process(AbstractHttp11Processor.java:1099)
	at org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:670)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1520)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.run(NioEndpoint.java:1476)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Thread.java:745)
Caused by: java.sql.SQLException: Column name pattern can not be NULL or empty.
	... 47 more
"
